time,Direction,Lead_hours,Source_time,Speed
2023-10-13 06:00:00+00:00,SW,1,1697166000,12.96416
2023-10-13 09:00:00+00:00,SW,1,1697176800,15.19936
2023-10-13 12:00:00+00:00,W,1,1697187600,11.176
2023-10-13 15:00:00+00:00,WNW,1,1697198400,16.09344
2023-10-13 18:00:00+00:00,WNW,1,1697209200,16.09344
2023-10-13 21:00:00+00:00,NW,1,1697220000,17.8816
2023-10-14 00:00:00+00:00,NW,1,1697230800,17.8816
2023-10-14 03:00:00+00:00,NW,1,1697241600,20.1168
2023-10-14 06:00:00+00:00,NW,1,1697252400,17.8816
2023-10-14 09:00:00+00:00,NW,1,1697263200,17.8816
2023-10-14 12:00:00+00:00,NNW,1,1697274000,16.98752
2023-10-14 15:00:00+00:00,NW,1,1697284800,16.98752
2023-10-14 18:00:00+00:00,NW,1,1697295600,16.98752
2023-10-14 21:00:00+00:00,NW,1,1697306400,15.19936
2023-10-15 00:00:00+00:00,NW,1,1697317200,12.070079999999999
2023-10-15 03:00:00+00:00,NW,1,1697328000,12.070079999999999
2023-10-15 06:00:00+00:00,NNW,1,1697338800,12.070079999999999
2023-10-15 09:00:00+00:00,NNW,1,1697349600,8.04672
2023-10-15 12:00:00+00:00,NW,1,1697360400,7.15264
2023-10-15 15:00:00+00:00,NW,1,1697371200,8.04672
2023-10-15 18:00:00+00:00,WNW,1,1697382000,4.02336
2023-10-15 21:00:00+00:00,S,1,1697392800,4.02336
2023-10-16 00:00:00+00:00,W,1,1697403600,8.04672
2023-10-16 03:00:00+00:00,W,1,1697414400,9.83488
2023-10-16 06:00:00+00:00,WSW,1,1697425200,11.176
2023-10-16 09:00:00+00:00,WSW,1,1697436000,9.83488
2023-10-16 12:00:00+00:00,WSW,1,1697446800,11.176
2023-10-16 15:00:00+00:00,WSW,1,1697457600,11.176
2023-10-16 18:00:00+00:00,WSW,1,1697468400,9.83488
2023-10-16 21:00:00+00:00,WSW,1,1697479200,12.070079999999999
2023-10-17 00:00:00+00:00,WSW,1,1697490000,11.176
2023-10-17 03:00:00+00:00,W,1,1697500800,11.176
2023-10-17 06:00:00+00:00,W,1,1697511600,8.04672
2023-10-17 09:00:00+00:00,W,1,1697522400,8.9408
2023-10-17 12:00:00+00:00,W,1,1697533200,4.91744
2023-10-17 15:00:00+00:00,W,1,1697544000,3.12928
2023-10-17 18:00:00+00:00,E,1,1697554800,1.78816
2023-10-17 21:00:00+00:00,SE,1,1697565600,4.02336
2023-10-18 00:00:00+00:00,SE,1,1697576400,5.81152
2023-10-18 03:00:00+00:00,SSE,1,1697587200,8.9408
2023-10-18 06:00:00+00:00,SE,1,1697598000,9.83488
2023-10-18 09:00:00+00:00,SE,1,1697608800,11.176
2023-10-18 12:00:00+00:00,ESE,1,1697619600,12.070079999999999
2023-10-18 15:00:00+00:00,SE,1,1697630400,12.070079999999999
